Sentence #,Word,Tag
,code,O
,could,O
,not,O
,guarantee,O
,that,O
,ints,O
,were,O
,32,O
,bit,O
,",",O
,hence,O
,the,O
,masks,O
,.,O
,The,O
,vestigial,O
,references,O
,in,O
,the,O
,Java,O
,code,O
,were,O
,likely,O
,optimized,O
,out,O
,anyway,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,since,O
,V16,O
,:,O
,<,O
,b,O
,>,O
,Added,O
,nextDouble,O
,(,O
,includeZero,O
,",",O
,includeOne,O
,),O
,and,O
,nextFloat,O
,(,O
,includeZero,O
,",",O
,includeOne,O
,),O
,to,O
,allow,O
,for,O
,half-open,O
,",",O
,fully-closed,O
,",",O
,and,O
,fully-open,O
,intervals,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V15,O
,:,O
,<,O
,b,O
,>,O
,Added,O
,serialVersionUID,O
,to,O
,quiet,O
,compiler,O
,warnings,O
,from,O
,Sun,O
,'s,O
,overly,O
,verbose,O
,compilers,O
,as,O
,of,O
,JDK,O
,1.5,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V14,O
,:,O
,<,O
,b,O
,>,O
,made,O
,strictfp,O
,",",O
,with,O
,StrictMath.log,O
,and,O
,StrictMath.sqrt,O
,in,O
,nextGaussian,O
,instead,O
,of,O
,Math.log,O
,and,O
,Math.sqrt,O
,.,O
,This,O
,is,O
,largely,O
,just,O
,to,O
,be,O
,safe,O
,",",O
,as,O
,it,O
,presently,O
,makes,O
,no,O
,difference,O
,in,O
,the,O
,speed,O
,",",O
,correctness,O
,",",O
,or,O
,results,O
,of,O
,the,O
,algorithm,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V13,O
,:,O
,<,O
,b,O
,>,O
,clone,O
,(,O
,),O
,method,O
,CloneNotSupportedException,O
,removed,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V12,O
,:,O
,<,O
,b,O
,>,O
,clone,O
,(,O
,),O
,method,O
,added,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V11,O
,:,O
,<,O
,b,O
,>,O
,stateEquals,O
,(,O
,...,O
,),O
,method,O
,added,O
,.,O
,MersenneTwisterFast,O
,is,O
,equal,O
,to,O
,other,O
,MersenneTwisterFasts,O
,with,O
,identical,O
,state,O
,;,O
,likewise,O
,MersenneTwister,O
,is,O
,equal,O
,to,O
,other,O
,MersenneTwister,O
,with,O
,identical,O
,state,O
,.,O
,This,O
,is,O
,n't,O
,equals,O
,(,O
,...,O
,),O
,because,O
,that,O
,requires,O
,a,O
,contract,O
,of,O
,immutability,O
,to,O
,compare,O
,by,O
,value,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V10,O
,:,O
,<,O
,b,O
,>,O
,A,O
,documentation,O
,error,O
,suggested,O
,that,O
,setSeed,O
,(,O
,int,O
,[,O
,],O
,),O
,required,O
,an,O
,int,O
,[,O
,],O
,array,O
,624,O
,long,O
,.,O
,In,O
,fact,O
,",",O
,the,O
,array,O
,can,O
,be,O
,any,O
,non-zero,O
,length,O
,.,O
,The,O
,new,O
,version,O
,also,O
,checks,O
,for,O
,this,O
,fact,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V9,O
,:,O
,<,O
,b,O
,>,O
,readState,O
,(,O
,stream,O
,),O
,and,O
,writeState,O
,(,O
,stream,O
,),O
,provided,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V8,O
,:,O
,<,O
,b,O
,>,O
,setSeed,O
,(,O
,int,O
,),O
,was,O
,only,O
,using,O
,the,O
,first,O
,28,O
,bits,O
,of,O
,the,O
,seed,O
,;,O
,it,O
,should,O
,have,O
,been,O
,32,O
,bits,O
,.,O
,For,O
,small-number,O
,seeds,O
,the,O
,behavior,O
,is,O
,identical,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V7,O
,:,O
,<,O
,b,O
,>,O
,A,O
,documentation,O
,error,O
,in,O
,MersenneTwisterFast,O
,(,O
,but,O
,not,O
,MersenneTwister,O
,),O
,stated,O
,that,O
,nextDouble,O
,selects,O
,uniformly,O
,from,O
,the,O
,full-open,O
,interval,O
,[,O
,"0,1",O
,],O
,.,O
,It,O
,does,O
,not,O
,.,O
,nextDouble,O
,'s,O
,contract,O
,is,O
,identical,O
,across,O
,MersenneTwisterFast,O
,",",O
,MersenneTwister,O
,",",O
,and,O
,java.util.Random,O
,",",O
,namely,O
,",",O
,selection,O
,in,O
,the,O
,half-open,O
,interval,O
,[,O
,"0,1",O
,),O
,.,O
,That,O
,is,O
,",",O
,1.0,O
,should,O
,not,O
,be,O
,returned,O
,.,O
,A,O
,similar,O
,contract,O
,exists,O
,in,O
,nextFloat,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V6,O
,:,O
,<,O
,b,O
,>,O
,License,O
,has,O
,changed,O
,from,O
,LGPL,O
,to,O
,BSD,O
,.,O
,New,O
,timing,O
,information,O
,to,O
,compare,O
,against,O
,java.util.Random,O
,.,O
,Recent,O
,versions,O
,of,O
,HotSpot,O
,have,O
,helped,O
,Random,O
,increase,O
,in,O
,speed,O
,to,O
,the,O
,point,O
,where,O
,it,O
,is,O
,faster,O
,than,O
,MersenneTwister,O
,but,O
,slower,O
,than,O
,MersenneTwisterFast,O
,(,O
,which,O
,should,O
,be,O
,the,O
,case,O
,",",O
,as,O
,it,O
,'s,O
,a,O
,less,O
,complex,O
,algorithm,O
,but,O
,is,O
,synchronized,O
,),O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V5,O
,:,O
,<,O
,b,O
,>,O
,New,O
,empty,O
,constructor,O
,made,O
,to,O
,work,O
,the,O
,same,O
,as,O
,java.util.Random,O
,--,O
,namely,O
,",",O
,it,O
,seeds,O
,based,O
,on,O
,the,O
,current,O
,time,O
,in,O
,milliseconds,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,Since,O
,V4,O
,:,O
,<,O
,b,O
,>,O
,New,O
,initialization,O
,algorithms,O
,.,O
,See,O
,(,O
,see,O
,<,O
,a,O
,href=,O
,'',O
,http,O
,:,O
,www.math.keio.ac.jp,O
,matumoto,O
,MT2002,O
,emt19937ar.html,O
,'',O
,>,O
,http,O
,:,O
,www.math.keio.ac.jp,O
,matumoto,O
,MT2002,O
,emt19937ar.html,O
,<,O
,a,O
,>,O
,),O
,<,O
,p,O
,>,O
,The,O
,MersenneTwister,O
,code,O
,is,O
,based,O
,on,O
,standard,O
,MT19937,O
,C,O
,C++,O
,code,O
,by,O
,Takuji,O
,Nishimura,O
,",",O
,with,O
,suggestions,O
,from,O
,Topher,O
,Cooper,O
,and,O
,Marc,O
,Rieffel,O
,",",O
,July,O
,1997,O
,.,O
,The,O
,code,O
,was,O
,originally,O
,translated,O
,into,O
,Java,O
,by,O
,Michael,O
,Lecuyer,O
,",",O
,January,O
,1999,O
,",",O
,and,O
,the,O
,original,O
,code,O
,is,O
,Copyright,O
,(,O
,c,O
,),O
,1999,O
,by,O
,Michael,O
,Lecuyer,O
,.,O
,<,O
,h3,O
,>,O
,Java,O
,notes,O
,<,O
,h3,O
,>,O
,<,O
,p,O
,>,O
,This,O
,implementation,O
,implements,O
,the,O
,bug,O
,fixes,O
,made,O
,in,O
,Java,O
,1.2,O
,'s,O
,version,O
,of,O
,Random,O
,",",O
,which,O
,means,O
,it,O
,can,O
,be,O
,used,O
,with,O
,earlier,O
,versions,O
,of,O
,Java,O
,.,O
,See,O
,<,O
,a,O
,href=,O
,'',O
,http,O
,:,O
,www.javasoft.com,O
,products,O
,jdk,O
,1.2,O
,docs,O
,api,O
,java,O
,util,O
,Random.html,O
,'',O
,>,O
,the,O
,JDK,O
,1.2,O
,java.util.Random,O
,documentation,O
,<,O
,a,O
,>,O
,for,O
,further,O
,documentation,O
,on,O
,the,O
,random-number,O
,generation,O
,contracts,O
,made,O
,.,O
,Additionally,O
,",",O
,there,O
,'s,O
,an,O
,undocumented,O
,bug,O
,in,O
,the,O
,JDK,O
,java.util.Random.nextBytes,O
,(,O
,),O
,method,O
,",",O
,which,O
,this,O
,code,O
,fixes,O
,.,O
,<,O
,p,O
,>,O
,Just,O
,like,O
,java.util.Random,O
,",",O
,this,O
,generator,O
,accepts,O
,a,O
,long,O
,seed,O
,but,O
,does,O
,n't,O
,use,O
,all,O
,of,O
,it,O
,.,O
,java.util.Random,O
,uses,O
,48,O
,bits,O
,.,O
,The,O
,Mersenne,O
,Twister,O
,instead,O
,uses,O
,32,O
,bits,O
,(,O
,int,O
,size,O
,),O
,.,O
,So,O
,it,O
,'s,O
,best,O
,if,O
,your,O
,seed,O
,does,O
,not,O
,exceed,O
,the,O
,int,O
,range,O
,.,O
,<,O
,p,O
,>,O
,MersenneTwister,O
,can,O
,be,O
,used,O
,reliably,O
,on,O
,JDK,O
,version,O
,1.1.5,O
,or,O
,above,O
,.,O
,Earlier,O
,Java,O
,versions,O
,have,O
,serious,O
,bugs,O
,in,O
,java.util.Random,O
,;,O
,only,O
,MersenneTwisterFast,O
,(,O
,and,O
,not,O
,MersenneTwister,O
,nor,O
,java.util.Random,O
,),O
,should,O
,be,O
,used,O
,with,O
,them,O
,.,O
,<,O
,h3,O
,>,O
,License,O
,<,O
,h3,O
,>,O
,Copyright,O
,(,O
,c,O
,),O
,2003,O
,by,O
,Sean,O
,Luke,O
,.,O
,<,O
,br,O
,>,O
,Portions,O
,copyright,O
,(,O
,c,O
,),O
,1993,O
,by,O
,Michael,O
,Lecuyer,O
,.,O
,<,O
,br,O
,>,O
,All,O
,rights,O
,reserved,O
,.,O
,<,O
,br,O
,>,O
,<,O
,p,O
,>,O
,Redistribution,O
,and,O
,use,O
,in,O
,source,O
,and,O
,binary,O
,forms,O
,",",O
,with,O
,or,O
,without,O
,modification,O
,",",O
,are,O
,permitted,O
,provided,O
,that,O
,the,O
,following,O
,conditions,O
,are,O
,met,O
,:,O
,<,O
,ul,O
,>,O
,<,O
,li,O
,>,O
,Redistributions,O
,of,O
,source,O
,code,O
,must,O
,retain,O
,the,O
,above,O
,copyright,O
,notice,O
,",",O
,this,O
,list,O
,of,O
,conditions,O
,and,O
,the,O
,following,O
,disclaimer,O
,.,O
,<,O
,li,O
,>,O
,Redistributions,O
,in,O
,binary,O
,form,O
,must,O
,reproduce,O
,the,O
,above,O
,copyright,O
,notice,O
,",",O
,this,O
,list,O
,of,O
,conditions,O
,and,O
,the,O
,following,O
,disclaimer,O
,in,O
,the,O
,documentation,O
,and,O
,or,O
,other,O
,materials,O
,provided,O
,with,O
,the,O
,distribution,O
,.,O
,<,O
,li,O
,>,O
,Neither,O
,the,O
,name,O
,of,O
,the,O
,copyright,O
,owners,O
,",",O
,their,O
,employers,O
,",",O
,nor,O
,the,O
,names,O
,of,O
,its,O
,contributors,O
,may,O
,be,O
,used,O
,to,O
,endorse,O
,or,O
,promote,O
,products,O
,derived,O
,from,O
,this,O
,software,O
,without,O
,specific,O
,prior,O
,written,O
,permission,O
,.,O
,<,O
,ul,O
,>,O
,<,O
,p,O
,>,O
,THIS,O
,SOFTWARE,O
,IS,O
,PROVIDED,O
,BY,O
,THE,O
,COPYRIGHT,O
,HOLDERS,O
,AND,O
,CONTRIBUTORS,O
,``,O
,AS,O
,IS,O
,'',O
,AND,O
,ANY,O
,EXPRESS,O
,OR,O
,IMPLIED,O
,WARRANTIES,O
,",",O
,INCLUDING,O
,",",O
,BUT,O
,NOT,O
,LIMITED,O
,TO,O
,",",O
,THE,O
,IMPLIED,O
,WARRANTIES,O
,OF,O
,MERCHANTABILITY,O
,AND,O
,FITNESS,O
,FOR,O
,A,O
,PARTICULAR,O
,PURPOSE,O
,ARE,O
,DISCLAIMED,O
,.,O
,IN,O
,NO,O
,EVENT,O
,SHALL,O
,THE,O
,COPYRIGHT,O
,OWNERS,O
,OR,O
,CONTRIBUTORS,O
,BE,O
,LIABLE,O
,FOR,O
,ANY,O
,DIRECT,O
,",",O
,INDIRECT,O
,",",O
,INCIDENTAL,O
,",",O
,SPECIAL,O
,",",O
,EXEMPLARY,O
,",",O
,OR,O
,CONSEQUENTIAL,O
,DAMAGES,O
,(,O
,INCLUDING,O
,",",O
,BUT,O
,NOT,O
,LIMITED,O
,TO,O
,",",O
,PROCUREMENT,O
,OF,O
,SUBSTITUTE,O
,GOODS,O
,OR,O
,SERVICES,O
,;,O
,LOSS,O
,OF,O
,USE,O
,",",O
,DATA,O
,",",O
,OR,O
,PROFITS,O
,;,O
,OR,O
,BUSINESS,O
,INTERRUPTION,O
,),O
,HOWEVER,O
,CAUSED,O
,AND,O
,ON,O
,ANY,O
,THEORY,O
,OF,O
,LIABILITY,O
,",",O
,WHETHER,O
,IN,O
,CONTRACT,O
,",",O
,STRICT,O
,LIABILITY,O
,",",O
,OR,O
,TORT,O
,(,O
,INCLUDING,O
,NEGLIGENCE,O
,OR,O
,OTHERWISE,O
,),O
,ARISING,O
,IN,O
,ANY,O
,WAY,O
,OUT,O
,OF,O
,THE,O
,USE,O
,OF,O
,THIS,O
,SOFTWARE,O
,",",O
,EVEN,O
,IF,O
,ADVISED,O
,OF,O
,THE,O
,POSSIBILITY,O
,OF,O
,SUCH,O
,DAMAGE,O
,.,O
,@,O
,version,O
,22,O
,``,O
Sentence: 174,``,O
,Overview,O
,of,O
,Dual,O
,Queues,O
,with,O
,Slack,O
,Dual,O
,Queues,O
,",",O
,introduced,O
,by,O
,Scherer,B-AUTHOR
,and,O
,Scott,B-AUTHOR
,(,O
,http,B-URL
,:,I-URL
,www.cs.rice.edu,I-URL
,~wns1,I-URL
,papers,I-URL
,2004-DISC-DDS.pdf,I-URL
,),O
,are,O
,(,O
,linked,O
,),O
,queues,O
,in,O
,which,O
,nodes,O
,may,O
,represent,O
,either,O
,data,O
,or,O
,requests,O
,.,O
,When,O
,a,O
,thread,O
,tries,O
,to,O
,enqueue,O
,a,O
,data,O
,node,O
,",",O
,but,O
,encounters,O
,a,O
,request,O
,node,O
,",",O
,it,O
,instead,O
,``,O
,matches,O
,'',O
,and,O
,removes,O
,it,O
,;,O
,and,O
,vice,O
,versa,O
,for,O
,enqueuing,O
,requests,O
,.,O
,Blocking,O
,Dual,O
,Queues,O
,arrange,O
,that,O
,threads,O
,enqueuing,O
,unmatched,O
,requests,O
,block,O
,until,O
,other,O
,threads,O
,provide,O
,the,O
,match,O
,.,O
,Dual,O
,Synchronous,O
,Queues,O
,(,O
,see,O
,Scherer,B-AUTHOR
,",",O
,Lea,B-AUTHOR
,",",O
,&,O
,Scott,B-AUTHOR
,http,B-URL
,:,I-URL
,www.cs.rochester.edu,I-URL
,u,I-URL
,scott,I-URL
,papers,I-URL
,2009_Scherer_CACM_SSQ.pdf,I-URL
,),O
,additionally,O
,arrange,O
,that,O
,threads,O
,enqueuing,O
,unmatched,O
,data,O
,also,O
,block,O
,.,O
,Dual,O
,Transfer,O
,Queues,O
,support,O
,all,O
,of,O
,these,O
,modes,O
,",",O
,as,O
,dictated,O
,by,O
,callers,O
,.,O
,A,O
,FIFO,O
,dual,O
,queue,O
,may,O
,be,O
,implemented,O
,using,O
,a,O
,variation,O
,of,O
,the,O
,Michael,O
,&,O
,Scott,B-AUTHOR
,(,O
,M,O
,&,O
,S,O
,),O
,lock-free,O
,queue,O
,algorithm,O
,(,O
,http,B-URL
,:,I-URL
,www.cs.rochester.edu,I-URL
,~scott,I-URL
,papers,I-URL
,1996_PODC_queues.pdf,I-URL
,),O
,.,O
,It,O
,maintains,O
,two,O
,pointer,O
,fields,O
,",",O
,``,O
,head,O
,'',O
,",",O
,pointing,O
,to,O
,a,O
,(,O
,matched,O
,),O
,node,O
,that,O
,in,O
,turn,O
,points,O
,to,O
,the,O
,first,O
,actual,O
,(,O
,unmatched,O
,),O
,queue,O
,node,O
,(,O
,or,O
,null,O
,if,O
,empty,O
,),O
,;,O
,and,O
,``,O
,tail,O
,'',O
,that,O
,points,O
,to,O
,the,O
,last,O
,node,O
,on,O
,the,O
,queue,O
,(,O
,or,O
,again,O
,null,O
,if,O
,empty,O
,),O
,.,O
,For,O
,example,O
,",",O
,here,O
,is,O
,a,O
,possible,O
,queue,O
,with,O
,four,O
,data,O
,elements,O
,:,O
,head,O
,tail,O
,|,O
,|,O
,v,O
,v,O
,M,O
,-,O
,>,O
,U,O
,-,O
,>,O
,U,O
,-,O
,>,O
,U,O
,-,O
,>,O
,U,O
,The,O
,M,O
,&,O
,S,O
,queue,O
,algorithm,O
,is,O
,known,O
,to,O
,be,O
,prone,O
,to,O
,scalability,O
,and,O
,overhead,O
,limitations,O
,when,O
,maintaining,O
,(,O
,via,O
,CAS,O
,),O
,these,O
,head,O
,and,O
,tail,O
,pointers,O
,.,O
,This,O
,has,O
,led,O
,to,O
,the,O
,development,O
,of,O
,contention-reducing,O
,variants,O
,such,O
,as,O
,elimination,O
,arrays,O
,(,O
,see,O
,Moir,B-AUTHOR
,et,O
,al,O
,http,B-URL
,:,I-URL
,portal.acm.org,I-URL
,citation.cfm,I-URL
,?,I-URL
,id=1074013,I-URL
,),O
,and,O
,optimistic,O
,back,O
,pointers,O
,(,O
,see,O
,Ladan-Mozes,B-AUTHOR
,&,O
,Shavit,B-AUTHOR
,http,B-URL
,:,I-URL
,people.csail.mit.edu,I-URL
,edya,I-URL
,publications,I-URL
,OptimisticFIFOQueue-journal.pdf,I-URL
,),O
,.,O
,However,O
,",",O
,the,O
,nature,O
,of,O
,dual,O
,queues,O
,enables,O
,a,O
,simpler,O
,tactic,O
,for,O
,improving,O
,M,O
,&,O
,S-style,O
,implementations,O
,when,O
,dual-ness,O
,is,O
,needed,O
,.,O
,In,O
,a,O
,dual,O
,queue,O
,",",O
,each,O
,node,O
,must,O
,atomically,O
,maintain,O
,its,O
,match,O
,status,O
,.,O
,While,O
,there,O
,are,O
,other,O
,possible,O
,variants,O
,",",O
,we,O
,implement,O
,this,O
,here,O
,as,O
,:,O
,for,O
,a,O
,data-mode,O
,node,O
,",",O
,matching,O
,entails,O
,CASing,O
,an,O
,``,O
,item,O
,'',O
,field,O
,from,O
,a,O
,non-null,O
,data,O
,value,O
,to,O
,null,O
,upon,O
,match,O
,",",O
,and,O
,vice-versa,O
,for,O
,request,O
,nodes,O
,",",O
,CASing,O
,from,O
,null,O
,to,O
,a,O
,data,O
,value,O
,.,O
,(,O
,Note,O
,that,O
,the,O
,linearization,O
,properties,O
,of,O
,this,O
,style,O
,of,O
,queue,O
,are,O
,easy,O
,to,O
,verify,O
,--,O
,elements,O
,are,O
,made,O
,available,O
,by,O
,linking,O
,",",O
,and,O
,unavailable,O
,by,O
,matching,O
,.,O
,),O
,Compared,O
,to,O
,plain,O
,M,O
,&,O
,S,O
,queues,O
,",",O
,this,O
,property,O
,of,O
,dual,O
,queues,O
,requires,O
,one,O
,additional,O
,successful,O
,atomic,O
,operation,O
,per,O
,enq,O
,deq,O
,pair,O
,.,O
,But,O
,it,O
,also,O
,enables,O
,lower,O
,cost,O
,variants,O
,of,O
,queue,O
,maintenance,O
,mechanics,O
,.,O
,(,O
,A,O
,variation,O
,of,O
,this,O
,idea,O
,applies,O
,even,O
,for,O
,non-dual,O
,queues,O
,that,O
,support,O
,deletion,O
,of,O
,interior,O
,elements,O
,",",O
,such,O
,as,O
,j.u.c.ConcurrentLinkedQueue,O
,.,O
,),O
,Once,O
,a,O
,node,O
,is,O
,matched,O
,",",O
,its,O
,match,O
,status,O
,can,O
,never,O
,again,O
,change,O
,.,O
,We,O
,may,O
,thus,O
,arrange,O
,that,O
,the,O
,linked,O
,list,O
,of,O
,them,O
,contain,O
,a,O
,prefix,O
,of,O
,zero,O
,or,O
,more,O
,matched,O
,nodes,O
,",",O
,followed,O
,by,O
,a,O
,suffix,O
,of,O
,zero,O
,or,O
,more,O
,unmatched,O
,nodes,O
,.,O
,(,O
,Note,O
,that,O
,we,O
,allow,O
,both,O
,the,O
,prefix,O
,and,O
,suffix,O
,to,O
,be,O
,zero,O
,length,O
,",",O
,which,O
,in,O
,turn,O
,means,O
,that,O
,we,O
,do,O
,not,O
,use,O
,a,O
,dummy,O
,header,O
,.,O
,),O
,If,O
,we,O
,were,O
,not,O
,concerned,O
,with,O
,either,O
,time,O
,or,O
,space,O
,efficiency,O
,",",O
,we,O
,could,O
,correctly,O
,perform,O
,enqueue,O
,and,O
,dequeue,O
,operations,O
,by,O
,traversing,O
,from,O
,a,O
,pointer,O
,to,O
,the,O
,initial,O
,node,O
,;,O
,CASing,O
,the,O
,item,O
,of,O
,the,O
,first,O
,unmatched,O
,node,O
,on,O
,match,O
,and,O
,CASing,O
,the,O
,next,O
,field,O
,of,O
,the,O
,trailing,O
,node,O
,on,O
,appends,O
,.,O
,(,O
,Plus,O
,some,O
,special-casing,O
,when,O
,initially,O
,empty,O
,),O
,.,O
,While,O
,this,O
,would,O
,be,O
,a,O
,terrible,O
,idea,O
,in,O
,itself,O
,",",O
,it,O
,does,O
,have,O
,the,O
,benefit,O
,of,O
,not,O
,requiring,O
,ANY,O
,atomic,O
,updates,O
,on,O
,head,O
,tail,O
,fields,O
,.,O
,We,O
,introduce,O
,here,O
,an,O
,approach,O
,that,O
,lies,O
,between,O
,the,O
,extremes,O
,of,O
,never,O
,versus,O
,always,O
,updating,O
,queue,O
,(,O
,head,O
,and,O
,tail,O
,),O
,pointers,O
,.,O
,This,O
,offers,O
,a,O
,tradeoff,O
,between,O
,sometimes,O
,requiring,O
,extra,O
,traversal,O
,steps,O
,to,O
,locate,O
,the,O
,first,O
,and,O
,or,O
,last,O
,unmatched,O
,nodes,O
,",",O
,versus,O
,the,O
,reduced,O
,overhead,O
,and,O
,contention,O
,of,O
,fewer,O
,updates,O
,to,O
,queue,O
,pointers,O
,.,O
,For,O
,example,O
,",",O
,a,O
,possible,O
,snapshot,O
,of,O
,a,O
,queue,O
,is,O
,:,O
,head,O
,tail,O
,|,O
,|,O
,v,O
,v,O
,M,O
,-,O
,>,O
,M,O
,-,O
,>,O
,U,O
,-,O
,>,O
,U,O
,-,O
,>,O
,U,O
,-,O
,>,O
,U,O
,The,O
,best,O
,value,O
,for,O
,this,O
,``,O
,slack,O
,'',O
,(,O
,the,O
,targeted,O
,maximum,O
,distance,O
,between,O
,the,O
,value,O
,of,O
,``,O
,head,O
,'',O
,and,O
,the,O
,first,O
,unmatched,O
,node,O
,",",O
,and,O
,similarly,O
,for,O
,``,O
,tail,O
,'',O
,),O
,is,O
,an,O
,empirical,O
,matter,O
,.,O
,We,O
,have,O
,found,O
,that,O
,using,O
,very,O
,small,O
,constants,O
,in,O
,the,O
,range,O
,of,O
,1-3,O
,work,O
,best,O
,over,O
,a,O
,range,O
,of,O
,platforms,O
,.,O
,Larger,O
,values,O
,introduce,O
,increasing,O
,costs,O
,of,O
,cache,O
,misses,O
,and,O
,risks,O
,of,O
,long,O
,traversal,O
,chains,O
,",",O
,while,O
,smaller,O
,values,O
,increase,O
,CAS,O
,contention,O
,and,O
,overhead,O
,.,O
,Dual,O
,queues,O
,with,O
,slack,O
,differ,O
,from,O
,plain,O
,M,O
,&,O
,S,O
,dual,O
,queues,O
,by,O
,virtue,O
,of,O
,only,O
,sometimes,O
,updating,O
,head,O
,or,O
,tail,O
,pointers,O
,when,O
,matching,O
,",",O
,appending,O
,",",O
,or,O
,even,O
,traversing,O
,nodes,O
,;,O
,in,O
,order,O
,to,O
,maintain,O
,a,O
,targeted,O
,slack,O
,.,O
,The,O
,idea,O
,of,O
,``,O
,sometimes,O
,'',O
,may,O
,be,O
,operationalized,O
,in,O
,several,O
,ways,O
,.,O
,The,O
,simplest,O
,is,O
,to,O
,use,O
,a,O
,per-operation,O
,counter,O
,incremented,O
,on,O
,each,O
,traversal,O
,step,O
,",",O
,and,O
,to,O
,try,O
,(,O
,via,O
,CAS,O
,),O
,to,O
,update,O
,the,O
,associated,O
,queue,O
,pointer,O
,whenever,O
,the,O
,count,O
,exceeds,O
,a,O
,threshold,O
,.,O
,Another,O
,",",O
,that,O
,requires,O
,more,O
,overhead,O
,",",O
,is,O
,to,O
,use,O
,random,O
,number,O
,generators,O
,to,O
,update,O
,with,O
,a,O
,given,O
,probability,O
,per,O
,traversal,O
,step,O
,.,O
,In,O
,any,O
,strategy,O
,along,O
,these,O
,lines,O
,",",O
,because,O
,CASes,O
,updating,O
,fields,O
,may,O
,fail,O
,",",O
,the,O
,actual,O
,slack,O
,may,O
,exceed,O
,targeted,O
,slack,O
,.,O
,However,O
,",",O
,they,O
,may,O
,be,O
,retried,O
,at,O
,any,O
,time,O
,to,O
,maintain,O
,targets,O
,.,O
,Even,O
,when,O
,using,O
,very,O
,small,O
,slack,O
,values,O
,",",O
,this,O
,approach,O
,works,O
,well,O
,for,O
,dual,O
,queues,O
,because,O
,it,O
,allows,O
,all,O
,operations,O
,up,O
,to,O
,the,O
,point,O
,of,O
,matching,O
,or,O
,appending,O
,an,O
,item,O
,(,O
,hence,O
,potentially,O
,allowing,O
,progress,O
,by,O
,another,O
,thread,O
,),O
,to,O
,be,O
,read-only,O
,",",O
,thus,O
,not,O
,introducing,O
,any,O
,further,O
,contention,O
,.,O
,As,O
,described,O
,below,O
,",",O
,we,O
,implement,O
,this,O
,by,O
,performing,O
,slack,O
,maintenance,O
,retries,O
,only,O
,after,O
,these,O
,points,O
,.,O
,As,O
,an,O
,accompaniment,O
,to,O
,such,O
,techniques,O
,",",O
,traversal,O
,overhead,O
,can,O
,be,O
,further,O
,reduced,O
,without,O
,increasing,O
,contention,O
,of,O
,head,O
,pointer,O
,updates,O
,:,O
,Threads,O
,may,O
,sometimes,O
,shortcut,O
,the,O
,``,O
,next,O
,'',O
,link,O
,path,O
,from,O
,the,O
,current,O
,``,O
,head,O
,'',O
,node,O
,to,O
,be,O
,closer,O
,to,O
,the,O
,currently,O
,known,O
,first,O
,unmatched,O
,node,O
,",",O
,and,O
,similarly,O
,for,O
,tail,O
,.,O
,Again,O
,",",O
,this,O
,may,O
,be,O
,triggered,O
,with,O
,using,O
,thresholds,O
,or,O
,randomization,O
,.,O
,These,O
,ideas,O
,must,O
,be,O
,further,O
,extended,O
,to,O
,avoid,O
,unbounded,O
,amounts,O
,of,O
,costly-to-reclaim,O
,garbage,O
,caused,O
,by,O
,the,O
,sequential,O
,``,O
,next,O
,'',O
,links,O
,of,O
,nodes,O
,starting,O
,at,O
,old,O
,forgotten,O
,head,O
,nodes,O
,:,O
,As,O
,first,O
,described,O
,in,O
,detail,O
,by,O
,Boehm,B-AUTHOR
,(,O
,http,B-URL
,:,I-URL
,portal.acm.org,I-URL
,citation.cfm,I-URL
,?,I-URL
,doid=503272.503282,I-URL
,),O
,",",O
,if,O
,a,O
,GC,O
,delays,O
,noticing,O
,that,O
,any,O
,arbitrarily,O
,old,O
,node,O
,has,O
,become,O
,garbage,O
,",",O
,all,O
,newer,O
,dead,O
,nodes,O
,will,O
,also,O
,be,O
,unreclaimed,O
,.,O
,(,O
,Similar,O
,issues,O
,arise,O
,in,O
,non-GC,O
,environments,O
,.,O
,),O
,To,O
,cope,O
,with,O
,this,O
,in,O
,our,O
,implementation,O
,",",O
,upon,O
,CASing,O
,to,O
,advance,O
,the,O
,head,O
,pointer,O
,",",O
,we,O
,set,O
,the,O
,``,O
,next,O
,'',O
,link,O
,of,O
,the,O
,previous,O
,head,O
,to,O
,point,O
,only,O
